userId,avg_rating,rating_std,num_ratings,min_rating,max_rating,first_rating_time,last_rating_time,rating_range,rating_consistency,user_activity_days,ratings_per_day,avg_(no genres listed),avg_Action,avg_Adventure,avg_Animation,avg_Children,avg_Comedy,avg_Crime,avg_Documentary,avg_Drama,avg_Fantasy,avg_Film-Noir,avg_Horror,avg_IMAX,avg_Musical,avg_Mystery,avg_Romance,avg_Sci-Fi,avg_Thriller,avg_War,avg_Western,count_(no genres listed),count_Action,count_Adventure,count_Animation,count_Children,count_Comedy,count_Crime,count_Documentary,count_Drama,count_Fantasy,count_Film-Noir,count_Horror,count_IMAX,count_Musical,count_Mystery,count_Romance,count_Sci-Fi,count_Thriller,count_War,count_Western,num_tags,tag_diversity,high_ratings_ratio,low_ratings_ratio,extreme_ratings_ratio
95,4.0625,0.7989279868321758,168,1.0,5.0,1043339248,1105401227,4.0,1.1124361624605796,718.3099421296296,0.23355717773427367,0.0,4.177966101694915,4.173913043478261,4.7,4.2,3.85,4.142857142857143,4.5,4.2214285714285715,4.0,4.0,3.3333333333333335,4.125,3.6666666666666665,4.25,4.172413793103448,4.267241379310345,4.0978260869565215,4.25,0.0,0.0,59.0,46.0,5.0,5.0,60.0,35.0,2.0,70.0,11.0,3.0,6.0,4.0,3.0,12.0,29.0,58.0,46.0,4.0,0.0,0.0,0.0,0.7916666666666666,0.047619047619047616,0.23809523809523808
96,3.8846153846153846,1.2377269618005549,78,1.0,5.0,964772610,964774290,4.0,0.747536701102308,0.019444444444444445,76.51226158038148,0.0,3.864864864864865,3.8518518518518516,5.0,4.2,3.95,4.5,0.0,3.90625,3.625,5.0,4.0,5.0,4.0,4.428571428571429,3.5454545454545454,3.8125,3.814814814814815,4.0,4.0,0.0,37.0,27.0,2.0,5.0,20.0,14.0,0.0,32.0,8.0,1.0,4.0,1.0,2.0,7.0,11.0,16.0,27.0,5.0,1.0,0.0,0.0,0.6794871794871795,0.15384615384615385,0.48717948717948717
97,4.194444444444445,0.8218253010201289,36,2.0,5.0,1043381823,1047481515,3.0,1.0848042453308235,47.45013888888889,0.7430319257197405,0.0,4.181818181818182,4.285714285714286,4.5,4.333333333333333,4.111111111111111,4.5,0.0,3.9166666666666665,5.0,0.0,5.0,4.0,0.0,0.0,4.4,4.428571428571429,4.545454545454546,3.75,0.0,0.0,22.0,14.0,2.0,3.0,9.0,6.0,0.0,12.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,7.0,11.0,4.0,0.0,0.0,0.0,0.8055555555555556,0.027777777777777776,0.4166666666666667
98,3.9130434782608696,1.1133769432986687,92,0.5,5.0,1532457409,1532458398,4.5,0.8241462024829768,0.011446759259259259,90.95881632699768,0.0,3.625,3.6,3.975,3.85,4.0,4.25,0.0,3.875,3.4210526315789473,0.0,4.2727272727272725,3.2916666666666665,3.7857142857142856,4.6,3.875,3.68,3.90625,4.666666666666667,0.0,0.0,28.0,35.0,20.0,20.0,35.0,6.0,0.0,36.0,19.0,0.0,11.0,12.0,7.0,5.0,16.0,25.0,16.0,3.0,0.0,0.0,0.0,0.6847826086956522,0.11956521739130435,0.31521739130434784
99,3.8679245283018866,1.2095411693482496,53,1.0,5.0,829827514,829828007,4.0,0.763626240553929,0.005706018518518518,52.699296836338945,0.0,3.8095238095238093,4.0,5.0,5.0,3.869565217391304,4.142857142857143,0.0,4.388888888888889,0.0,0.0,3.3333333333333335,5.0,5.0,3.6666666666666665,4.7,2.8333333333333335,4.0,3.5,4.333333333333333,0.0,21.0,9.0,1.0,1.0,23.0,14.0,0.0,18.0,0.0,0.0,3.0,1.0,1.0,3.0,10.0,6.0,21.0,2.0,3.0,0.0,0.0,0.660377358490566,0.16981132075471697,0.4528301886792453
100,3.945945945945946,0.6754568500222322,148,1.0,5.0,1100183731,1100277691,4.0,1.2895624043701854,1.0875,70.89820359281437,0.0,3.980769230769231,4.029411764705882,3.5,4.0,3.929411764705882,4.125,0.0,3.97972972972973,3.95,0.0,2.4,4.5,4.083333333333333,3.7,4.0886075949367084,3.5714285714285716,3.6315789473684212,4.0,4.3,0.0,26.0,17.0,2.0,6.0,85.0,12.0,0.0,74.0,10.0,0.0,5.0,1.0,12.0,5.0,79.0,7.0,19.0,6.0,5.0,0.0,0.0,0.722972972972973,0.0472972972972973,0.0472972972972973
101,3.557377049180328,1.0571122640466406,61,1.0,5.0,968440698,968443804,4.0,0.864220379535872,0.03594907407407407,58.88320336066856,0.0,3.3333333333333335,3.3333333333333335,4.0,4.0,3.36,4.0,0.0,4.083333333333333,3.6666666666666665,0.0,3.6,4.0,4.0,4.0,3.0,3.857142857142857,3.5,0.0,0.0,0.0,15.0,9.0,3.0,2.0,25.0,7.0,0.0,24.0,3.0,0.0,5.0,1.0,2.0,5.0,6.0,7.0,14.0,0.0,0.0,0.0,0.0,0.639344262295082,0.18032786885245902,0.19672131147540983
102,3.357142857142857,0.7960943623504901,56,1.0,5.0,835875690,840635071,4.0,1.1159539017486522,55.08542824074074,0.998476819319734,0.0,3.125,3.142857142857143,4.0,3.75,3.5714285714285716,3.357142857142857,0.0,3.526315789473684,0.0,0.0,3.5,3.5,4.0,3.6666666666666665,3.2857142857142856,2.8333333333333335,3.3333333333333335,3.6666666666666665,3.4,0.0,24.0,14.0,2.0,4.0,21.0,14.0,0.0,19.0,0.0,0.0,2.0,2.0,2.0,3.0,14.0,6.0,24.0,3.0,5.0,0.0,0.0,0.35714285714285715,0.07142857142857142,0.10714285714285714
103,3.907161803713528,0.7884651517717446,377,0.5,5.0,1431954229,1522172366,4.5,1.1255365480636317,1044.191400462963,0.3606994851211075,0.0,3.6686046511627906,3.5,3.6545454545454548,3.6292134831460676,3.8205128205128207,4.388888888888889,3.5,4.163793103448276,3.636986301369863,4.75,3.6,3.15,3.8703703703703702,3.8461538461538463,3.8363636363636364,3.4615384615384617,4.0396825396825395,4.166666666666667,4.4375,0.0,86.0,112.0,55.0,89.0,156.0,63.0,2.0,174.0,73.0,4.0,15.0,30.0,27.0,26.0,55.0,39.0,63.0,12.0,8.0,5.0,4.0,0.6445623342175066,0.03978779840848806,0.15384615384615385
104,3.5073260073260073,0.7693230121379155,273,0.5,5.0,1048586179,1416242008,4.5,1.15032040569214,4255.275798611111,0.06414058038463677,0.0,3.125,3.5384615384615383,3.857142857142857,3.75,3.5718232044198897,3.5,0.0,3.5472972972972974,3.6847826086956523,4.5,2.375,3.857142857142857,3.7439024390243905,3.5,3.74468085106383,3.2580645161290325,3.259259259259259,3.3125,2.8333333333333335,0.0,52.0,78.0,42.0,56.0,181.0,16.0,0.0,74.0,46.0,1.0,4.0,14.0,41.0,8.0,94.0,31.0,27.0,8.0,3.0,0.0,0.0,0.4652014652014652,0.0695970695970696,0.04395604395604396
105,4.116343490304709,0.6127710946547568,722,0.5,5.0,1446571534,1526208332,4.5,1.402974962788534,921.7221990740741,0.7824673566155738,4.833333333333333,3.894578313253012,3.932142857142857,4.268518518518518,4.112903225806452,4.03265306122449,4.2293233082706765,4.454545454545454,4.1602209944751385,3.9767441860465116,4.166666666666667,4.066666666666666,3.9242424242424243,3.892857142857143,4.25,4.012096774193548,3.9627659574468086,4.071428571428571,4.113636363636363,4.0,3.0,166.0,140.0,108.0,62.0,245.0,133.0,22.0,362.0,86.0,6.0,30.0,33.0,14.0,70.0,124.0,94.0,147.0,44.0,7.0,0.0,0.0,0.7673130193905817,0.006925207756232687,0.1883656509695291
106,4.4393939393939394,0.7881701093115122,33,2.5,5.0,1467360283,1489498472,2.5,1.1259104416103078,256.22903935185184,0.1282903364377177,0.0,4.2894736842105265,4.44,4.25,4.1,4.666666666666667,5.0,0.0,4.388888888888889,4.5,0.0,3.5,4.7727272727272725,0.0,4.5,5.0,3.9166666666666665,4.071428571428571,0.0,0.0,0.0,19.0,25.0,2.0,5.0,6.0,2.0,0.0,9.0,20.0,0.0,2.0,11.0,0.0,4.0,1.0,6.0,7.0,0.0,0.0,2.0,2.0,0.7272727272727273,0.0,0.6060606060606061
107,3.911764705882353,0.7534827041035808,34,3.0,5.0,829322340,832003891,2.0,1.1716699063636065,31.036469907407408,1.0612904635956344,0.0,3.6363636363636362,3.769230769230769,4.0,4.0,3.6923076923076925,3.7142857142857144,0.0,4.235294117647059,4.0,0.0,4.0,5.0,0.0,4.0,4.2,3.4,3.6666666666666665,4.333333333333333,4.333333333333333,0.0,11.0,13.0,1.0,3.0,13.0,7.0,0.0,17.0,4.0,0.0,1.0,1.0,0.0,1.0,5.0,5.0,9.0,3.0,3.0,0.0,0.0,0.6764705882352942,0.0,0.23529411764705882
108,3.986842105263158,1.0892617812400176,76,1.0,5.0,1042838877,1042841782,4.0,0.8408577621634502,0.033622685185185186,73.52779799563294,0.0,3.6,4.0,3.5,4.0,4.107142857142857,4.6,0.0,4.191489361702128,3.0,0.0,2.0,3.0,5.0,4.75,3.9743589743589745,4.230769230769231,3.8333333333333335,3.5,5.0,0.0,10.0,10.0,2.0,3.0,28.0,5.0,0.0,47.0,2.0,0.0,1.0,1.0,1.0,4.0,39.0,13.0,12.0,2.0,1.0,0.0,0.0,0.6710526315789473,0.09210526315789473,0.4605263157894737
109,3.220472440944882,0.6890686816595241,127,2.0,5.0,841106309,844079136,3.0,1.2673168042823058,34.407719907407404,3.5867884272726416,0.0,3.1785714285714284,2.888888888888889,3.0,3.0,3.04,3.590909090909091,3.0,3.390625,2.888888888888889,3.0,3.2,3.0,3.1666666666666665,3.4,3.375,2.923076923076923,3.2972972972972974,3.8333333333333335,3.3333333333333335,0.0,28.0,18.0,6.0,11.0,50.0,22.0,1.0,64.0,9.0,1.0,5.0,2.0,6.0,5.0,24.0,13.0,37.0,6.0,6.0,0.0,0.0,0.2125984251968504,0.07086614173228346,0.07874015748031496
110,3.7254901960784315,0.9397538267556885,51,1.0,5.0,1175329437,1175330233,4.0,0.9617661164280288,0.009212962962962963,50.534428184779124,0.0,3.3,3.7,0.0,2.0,3.75,4.0,5.0,3.9310344827586206,0.0,0.0,2.25,0.0,0.0,3.875,3.8125,2.7,3.6333333333333333,3.9166666666666665,0.0,0.0,15.0,5.0,0.0,2.0,20.0,13.0,1.0,29.0,0.0,0.0,2.0,0.0,0.0,4.0,8.0,5.0,15.0,6.0,0.0,0.0,0.0,0.5882352941176471,0.0784313725490196,0.11764705882352941
111,3.3397832817337463,1.0708741409841747,646,0.5,5.0,1516139571,1519415307,4.5,0.8540627596057874,37.91361111111111,16.600875157935313,3.0,3.4398496240601504,3.2767857142857144,3.1475409836065573,3.2384615384615385,3.415766738660907,3.588235294117647,4.2631578947368425,3.3260869565217392,3.184931506849315,0.0,2.0405405405405403,2.933333333333333,3.3035714285714284,2.842857142857143,3.2542372881355934,2.8823529411764706,2.88,4.1,3.375,5.0,133.0,112.0,61.0,65.0,463.0,85.0,19.0,138.0,73.0,0.0,37.0,30.0,28.0,35.0,118.0,51.0,100.0,5.0,4.0,0.0,0.0,0.39473684210526316,0.13777089783281735,0.06811145510835913
112,3.5923076923076924,1.4681310070447238,65,0.5,5.0,1442535627,1518888248,4.5,0.637701821791398,883.7108912037037,0.07347032872124304,0.0,4.111111111111111,3.880952380952381,3.5,3.0,2.642857142857143,3.8214285714285716,0.0,3.56,3.5,0.0,4.25,4.583333333333333,3.5,4.6,2.1666666666666665,4.194444444444445,3.75,3.6,4.0,0.0,27.0,21.0,4.0,4.0,14.0,14.0,0.0,25.0,7.0,0.0,2.0,6.0,1.0,5.0,9.0,18.0,20.0,5.0,1.0,3.0,3.0,0.6307692307692307,0.2153846153846154,0.2923076923076923
113,3.6466666666666665,1.2268619142346673,150,1.0,5.0,980051234,980307560,4.0,0.7536579272280937,2.966736111111111,37.81446403249243,0.0,3.125,4.4,4.0,4.375,3.5806451612903225,3.8125,0.0,3.8152173913043477,3.6666666666666665,4.5,3.3333333333333335,0.0,4.2,3.55,3.7411764705882353,3.25,3.46875,4.6,0.0,0.0,8.0,5.0,3.0,8.0,62.0,16.0,0.0,92.0,9.0,2.0,9.0,0.0,5.0,20.0,85.0,4.0,32.0,5.0,0.0,0.0,0.0,0.6133333333333333,0.18,0.37333333333333335
114,3.435483870967742,0.8826280406063,31,0.5,5.0,1485387458,1485391411,4.5,1.0176790796474535,0.045752314814814815,29.643730700696157,0.0,3.25,3.282608695652174,3.1,3.25,3.5454545454545454,3.8333333333333335,0.0,3.7142857142857144,3.269230769230769,0.0,4.0,3.1,3.5,2.25,3.0,3.3,3.6,0.0,0.0,0.0,14.0,23.0,5.0,6.0,11.0,3.0,0.0,7.0,13.0,0.0,2.0,10.0,1.0,2.0,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.3548387096774194,0.0967741935483871,0.03225806451612903
115,3.767857142857143,1.1777375077094372,112,1.0,5.0,944950739,977610946,4.0,0.7826333608948138,378.0116550925926,0.2955054244245824,0.0,3.75,3.742857142857143,3.923076923076923,3.9285714285714284,3.7058823529411766,3.642857142857143,0.0,3.8846153846153846,3.3333333333333335,4.0,3.8,4.0,4.0,4.090909090909091,2.9,3.8947368421052633,3.8181818181818183,4.142857142857143,4.285714285714286,0.0,44.0,35.0,13.0,14.0,51.0,14.0,0.0,26.0,15.0,1.0,20.0,2.0,9.0,11.0,10.0,19.0,33.0,7.0,14.0,0.0,0.0,0.6517857142857143,0.16071428571428573,0.38392857142857145
116,3.4367816091954024,1.075100313602879,87,0.5,5.0,1337195649,1337200417,4.5,0.8509911778799393,0.055185185185185184,82.44998244998244,0.0,3.7666666666666666,3.5,3.5,3.2,3.393939393939394,3.1818181818181817,0.0,3.1470588235294117,3.2222222222222223,0.0,3.0625,1.0,3.857142857142857,3.8,3.5806451612903225,3.576923076923077,3.522727272727273,3.0,4.5,0.0,30.0,22.0,3.0,5.0,33.0,11.0,0.0,34.0,9.0,0.0,8.0,1.0,7.0,5.0,31.0,13.0,22.0,8.0,1.0,0.0,0.0,0.4482758620689655,0.14942528735632185,0.12643678160919541
117,3.3393939393939394,0.6197655900002926,165,2.0,5.0,844162743,844163992,3.0,1.3893412159361405,0.014456018518518519,162.64874670560988,0.0,3.111111111111111,3.176470588235294,3.7142857142857144,3.52,3.3559322033898304,3.24,0.0,3.4583333333333335,3.3333333333333335,0.0,3.8,4.0,3.769230769230769,3.3333333333333335,3.4390243902439024,3.1875,3.2127659574468086,3.888888888888889,3.8,0.0,45.0,34.0,14.0,25.0,59.0,25.0,0.0,72.0,18.0,0.0,5.0,3.0,13.0,6.0,41.0,16.0,47.0,9.0,5.0,0.0,0.0,0.3575757575757576,0.048484848484848485,0.030303030303030304
118,3.8181818181818183,0.8528028654224418,22,2.0,5.0,944923551,944924731,3.0,1.0495350468500455,0.013657407407407408,21.703585293445993,0.0,3.5,3.3333333333333335,0.0,0.0,3.5,3.888888888888889,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.5,2.5,4.0,3.8333333333333335,4.0,4.0,0.0,4.0,3.0,0.0,0.0,6.0,9.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,6.0,2.0,1.0,0.0,0.0,0.7272727272727273,0.09090909090909091,0.18181818181818182
119,4.176744186046512,0.5648741524314939,215,1.5,5.0,1435942458,1505333121,3.5,1.5040440305025038,803.1326736111112,0.267368814942566,0.0,4.137755102040816,4.176056338028169,4.140625,4.115384615384615,4.070422535211268,4.28125,3.875,4.284090909090909,4.0,4.0,4.0,4.2272727272727275,5.0,4.2727272727272725,4.305555555555555,3.986842105263158,4.156716417910448,4.416666666666667,3.875,0.0,98.0,71.0,32.0,26.0,71.0,48.0,4.0,88.0,27.0,1.0,6.0,22.0,1.0,11.0,18.0,38.0,67.0,12.0,4.0,14.0,12.0,0.8232558139534883,0.004651162790697674,0.18604651162790697
120,3.409090909090909,0.9591211706105854,22,2.0,5.0,860069973,860070306,3.0,0.9441790304536147,0.0038541666666666668,21.915533879838122,0.0,3.5714285714285716,3.5555555555555554,3.0,3.0,3.2,5.0,0.0,3.5714285714285716,2.6666666666666665,0.0,3.0,0.0,2.6666666666666665,3.0,3.0,3.75,3.3333333333333335,0.0,0.0,0.0,7.0,9.0,2.0,4.0,10.0,2.0,0.0,7.0,3.0,0.0,1.0,0.0,3.0,2.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,0.36363636363636365,0.13636363636363635,0.18181818181818182
121,3.293103448275862,0.8378883376105017,58,1.0,5.0,847655899,847656405,4.0,1.0662250077101318,0.005856481481481482,57.66230179734426,0.0,3.25,3.0,3.5,3.5,3.2,3.9,3.0,3.423076923076923,2.6,0.0,3.0,3.0,3.0,3.0,3.411764705882353,3.0,3.3,3.4,3.25,0.0,16.0,10.0,2.0,2.0,20.0,10.0,1.0,26.0,5.0,0.0,2.0,2.0,1.0,2.0,17.0,4.0,20.0,5.0,4.0,0.0,0.0,0.3620689655172414,0.10344827586206896,0.10344827586206896
122,4.546232876712328,0.4926464621281338,292,2.0,5.0,1461561133,1461563274,3.0,1.6873466120241412,0.024780092592592593,284.9391807185372,0.0,4.397058823529412,4.414634146341464,4.608695652173913,4.552631578947368,4.547008547008547,4.661016949152542,4.5,4.65625,4.472222222222222,5.0,4.4743589743589745,4.238095238095238,4.875,4.648148148148148,4.480769230769231,4.48125,4.50561797752809,4.545454545454546,4.5625,0.0,102.0,82.0,23.0,19.0,117.0,59.0,2.0,112.0,36.0,1.0,39.0,21.0,4.0,27.0,26.0,80.0,89.0,11.0,8.0,0.0,0.0,0.9417808219178082,0.003424657534246575,0.4246575342465753
123,4.035714285714286,0.3675118162249142,56,3.5,4.5,1447269071,1448836089,1.0,2.138983369607309,18.136782407407406,2.9263017579341706,0.0,3.9375,3.892857142857143,4.0,4.25,3.9,4.026315789473684,0.0,4.044117647058823,3.8,0.0,4.0,4.25,0.0,4.2,3.8333333333333335,4.0625,4.064516129032258,4.166666666666667,4.5,0.0,24.0,14.0,3.0,2.0,5.0,19.0,0.0,34.0,5.0,0.0,1.0,6.0,0.0,10.0,3.0,16.0,31.0,3.0,1.0,0.0,0.0,0.7678571428571429,0.0,0.0
124,3.99,0.8359889658484784,50,0.5,5.0,1336409551,1336584611,4.5,1.0683886632076858,2.0261574074074074,16.522603839975524,0.0,3.6666666666666665,4.125,4.3,4.2,3.9,4.363636363636363,0.0,4.413043478260869,3.75,4.0,2.3333333333333335,0.0,0.0,3.8333333333333335,4.285714285714286,3.625,3.8846153846153846,4.25,0.0,0.0,9.0,12.0,5.0,5.0,20.0,11.0,0.0,23.0,2.0,1.0,3.0,0.0,0.0,6.0,7.0,8.0,13.0,2.0,0.0,0.0,0.0,0.74,0.04,0.14
125,3.859722222222222,0.8024439900485046,360,0.5,5.0,1474141453,1513774320,4.5,1.108102010792107,458.71373842592595,0.7830960223913497,4.5,3.706140350877193,3.6216216216216215,3.925925925925926,3.6578947368421053,3.921232876712329,3.8727272727272726,2.5,4.003164556962025,3.8452380952380953,3.8333333333333335,3.7413793103448274,3.6136363636363638,3.9166666666666665,4.14,3.9661016949152543,3.755434782608696,3.8440860215053765,3.727272727272727,3.875,1.0,114.0,74.0,27.0,19.0,146.0,55.0,1.0,158.0,42.0,3.0,29.0,22.0,6.0,25.0,59.0,92.0,93.0,11.0,4.0,48.0,39.0,0.65,0.04722222222222222,0.10833333333333334
126,3.289473684210526,1.333718531366489,38,1.0,5.0,845925577,845925854,4.0,0.6974869739926509,0.0032060185185185186,37.878560633155274,0.0,3.3125,3.25,4.0,3.4,3.0,3.3,0.0,3.5,3.6666666666666665,0.0,2.0,4.333333333333333,4.0,5.0,4.2,2.6666666666666665,3.5,3.6666666666666665,4.0,0.0,16.0,12.0,3.0,5.0,11.0,10.0,0.0,16.0,3.0,0.0,2.0,3.0,3.0,1.0,5.0,6.0,16.0,3.0,1.0,0.0,0.0,0.47368421052631576,0.23684210526315788,0.3684210526315789
127,3.1136363636363638,1.3621745411361499,22,0.5,5.0,1263527011,1263527555,4.5,0.6839128789802156,0.006296296296296296,21.86234817813765,0.0,4.0,0.5,0.5,1.25,3.3333333333333335,4.0,0.0,2.9583333333333335,2.0,5.0,1.0,0.0,4.0,3.5,2.75,1.0,2.6666666666666665,5.0,4.0,0.0,1.0,1.0,1.0,2.0,9.0,1.0,0.0,12.0,2.0,1.0,1.0,0.0,1.0,4.0,4.0,1.0,6.0,1.0,1.0,0.0,0.0,0.5,0.36363636363636365,0.22727272727272727
128,4.363636363636363,0.6990252954195322,33,3.0,5.0,899032461,899033642,2.0,1.2515248337350136,0.013668981481481482,32.55500622281089,0.0,4.3,4.5,0.0,0.0,4.6,4.142857142857143,0.0,4.363636363636363,4.0,4.0,4.0,0.0,5.0,4.222222222222222,4.7,4.333333333333333,4.2,5.0,0.0,0.0,10.0,8.0,0.0,0.0,10.0,7.0,0.0,11.0,2.0,3.0,3.0,0.0,3.0,9.0,10.0,3.0,10.0,1.0,0.0,0.0,0.0,0.8787878787878788,0.0,0.48484848484848486
129,3.9214285714285713,0.6065334587538205,140,0.5,5.0,1167375395,1167378423,4.5,1.4153611376930317,0.0350462962962963,135.25965022140716,0.0,4.0131578947368425,3.920289855072464,4.113636363636363,3.9444444444444446,3.858974358974359,4.071428571428571,0.0,3.986842105263158,4.083333333333333,4.5,3.5,3.9375,4.055555555555555,3.5454545454545454,4.125,3.895348837209302,3.824324324324324,4.25,0.0,0.0,76.0,69.0,22.0,18.0,39.0,14.0,0.0,38.0,30.0,1.0,7.0,8.0,9.0,11.0,24.0,43.0,37.0,8.0,0.0,0.0,0.0,0.6785714285714286,0.014285714285714285,0.04285714285714286
130,3.5357142857142856,0.8811668550592597,28,2.0,5.0,832589516,832589692,3.0,1.0191946403852001,0.002037037037037037,27.943078913324708,0.0,3.4545454545454546,3.1818181818181817,2.3333333333333335,2.75,3.5,3.5714285714285716,0.0,3.8461538461538463,3.0,0.0,4.0,3.0,2.0,0.0,3.0,3.5,3.6,4.5,3.0,0.0,11.0,11.0,3.0,4.0,10.0,7.0,0.0,13.0,4.0,0.0,1.0,2.0,2.0,0.0,3.0,4.0,10.0,2.0,1.0,0.0,0.0,0.5,0.10714285714285714,0.14285714285714285
131,3.4420289855072466,0.709889344546336,69,1.0,4.5,1349838570,1349840772,3.5,1.2347365806623318,0.025486111111111112,67.28516286314078,0.0,3.261904761904762,3.375,3.5,0.0,3.3333333333333335,3.782608695652174,3.0,3.5,3.4,4.0,3.0,4.0,0.0,3.6,3.4166666666666665,3.088235294117647,3.4285714285714284,3.2142857142857144,2.0,0.0,21.0,16.0,1.0,0.0,12.0,23.0,1.0,41.0,5.0,1.0,5.0,4.0,0.0,10.0,6.0,17.0,28.0,7.0,1.0,0.0,0.0,0.42028985507246375,0.057971014492753624,0.014492753623188406
132,3.0389048991354466,0.7710903320482245,347,0.5,4.5,1157919800,1329984112,4.0,1.1479865671894967,1991.4850925925925,0.17415437700890835,0.0,2.919642857142857,2.7890625,2.90625,2.8444444444444446,2.91025641025641,3.2413793103448274,2.75,3.1920903954802258,3.0964912280701755,3.875,2.8,3.45,3.4444444444444446,3.2,3.1271929824561404,2.8780487804878048,3.140845070422535,3.357142857142857,2.5,0.0,56.0,64.0,32.0,45.0,156.0,58.0,2.0,177.0,57.0,4.0,25.0,10.0,27.0,30.0,114.0,41.0,71.0,7.0,3.0,4.0,4.0,0.1988472622478386,0.2017291066282421,0.005763688760806916
133,3.0,0.6859943405700354,35,1.0,4.0,843490780,843491793,3.0,1.2722737917867946,0.011724537037037037,34.594396714447505,0.0,2.642857142857143,2.5714285714285716,3.0,3.0,3.0,2.6666666666666665,0.0,3.0,3.0,0.0,2.5,3.0,3.0,3.6666666666666665,3.25,3.25,3.0,3.6666666666666665,2.0,0.0,14.0,7.0,1.0,1.0,9.0,12.0,0.0,14.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,4.0,18.0,3.0,1.0,0.0,0.0,0.2,0.17142857142857143,0.02857142857142857
134,3.5714285714285716,0.7390659560519331,35,2.0,5.0,832840928,832841791,3.0,1.1918014225071314,0.009988425925925927,34.65386246175355,0.0,3.4705882352941178,3.4166666666666665,3.4,3.4,3.111111111111111,3.75,0.0,3.7857142857142856,3.6666666666666665,0.0,4.0,4.0,3.5,3.5,3.3333333333333335,3.5,3.5833333333333335,4.5,4.0,0.0,17.0,12.0,5.0,5.0,9.0,8.0,0.0,14.0,3.0,0.0,3.0,2.0,4.0,2.0,6.0,6.0,12.0,2.0,3.0,0.0,0.0,0.4857142857142857,0.02857142857142857,0.11428571428571428
135,3.630824372759857,1.0439529717250753,279,1.0,5.0,1009690737,1009694943,4.0,0.8741618097219548,0.04868055555555555,266.04860605257926,0.0,3.4220183486238533,3.5,4.0,3.7777777777777777,3.6611570247933884,3.627450980392157,4.5,3.755813953488372,3.909090909090909,3.0,3.8181818181818183,0.0,4.111111111111111,3.75,3.6285714285714286,3.508771929824561,3.520408163265306,3.875,4.0,0.0,109.0,72.0,7.0,18.0,121.0,51.0,2.0,86.0,44.0,1.0,22.0,0.0,9.0,24.0,35.0,57.0,98.0,8.0,3.0,0.0,0.0,0.6272401433691757,0.14695340501792115,0.23655913978494625
136,3.315315315315315,1.2790762432458964,111,1.0,5.0,832449136,832451540,4.0,0.7251230705318551,0.027824074074074074,107.99513535426333,0.0,3.15,3.1739130434782608,3.0,2.7,3.1627906976744184,3.611111111111111,0.0,3.6578947368421053,3.4444444444444446,0.0,3.111111111111111,3.3333333333333335,3.5,4.2,3.7777777777777777,2.625,3.4838709677419355,4.0,2.5,0.0,40.0,23.0,5.0,10.0,43.0,18.0,0.0,38.0,9.0,0.0,9.0,3.0,4.0,5.0,18.0,16.0,31.0,6.0,6.0,0.0,0.0,0.40540540540540543,0.2072072072072072,0.36936936936936937
137,3.978723404255319,0.7143237071962639,141,2.0,5.0,1204858999,1204864005,3.0,1.2280128788624172,0.05793981481481481,133.27790298229874,0.0,3.727272727272727,3.893939393939394,3.8,4.0,3.9027777777777777,3.775,4.416666666666667,4.0394736842105265,4.035714285714286,4.1,3.769230769230769,3.5,4.0,4.181818181818182,3.892857142857143,3.5555555555555554,3.6724137931034484,4.2105263157894735,4.0,0.0,33.0,33.0,5.0,8.0,36.0,20.0,6.0,76.0,14.0,5.0,13.0,2.0,5.0,11.0,28.0,27.0,29.0,19.0,3.0,0.0,0.0,0.6312056737588653,0.014184397163120567,0.19148936170212766
138,3.522727272727273,1.599682057154697,22,0.5,5.0,1222675936,1222676555,4.5,0.5883453295224053,0.0071643518518518514,21.843505441340398,0.0,3.75,4.083333333333333,4.166666666666667,4.166666666666667,4.055555555555555,1.6666666666666667,0.0,3.4,3.3333333333333335,0.0,0.0,5.0,0.0,0.5,4.0,4.0,1.8333333333333333,1.5,0.0,0.0,10.0,6.0,3.0,3.0,9.0,3.0,0.0,10.0,3.0,0.0,0.0,1.0,0.0,1.0,5.0,3.0,3.0,1.0,0.0,2.0,2.0,0.5454545454545454,0.22727272727272727,0.36363636363636365
139,2.1443298969072164,0.8945973792243165,194,0.5,4.0,1453923961,1453925402,3.5,1.0054319676368915,0.01667824074074074,190.81749980077643,0.0,2.2181818181818183,2.4207317073170733,2.466666666666667,2.25,2.0306122448979593,2.176470588235294,0.0,2.1491228070175437,2.418918918918919,0.0,1.5909090909090908,2.4545454545454546,2.5,2.0869565217391304,1.875,2.0223880597014925,1.9545454545454546,2.5454545454545454,2.6666666666666665,0.0,110.0,82.0,15.0,14.0,49.0,34.0,0.0,57.0,37.0,0.0,22.0,33.0,4.0,23.0,16.0,67.0,77.0,11.0,3.0,0.0,0.0,0.06701030927835051,0.5618556701030928,0.0979381443298969
